LAT,LON,HOUSE_ID,ADDRESS,HOUSE_TYPE,LEVELS,LIFTS,RMC,RMC_NLIVE,INHAB,AREA,AREA_LIVE,AREA_NLIVE,AREA_GEN,AREA_LAND,AREA_PARK,CADNO,ENRG_CLS,BLAG_PLAY,BLAG_SPORT,BLAG_OTHER,OTHER,COLD_WATER,HOT_WATER,FUNDAMENT,PEREKRYT,MAT_NES,INOE_OBOR,ELECT_TYPE,ELECT_VVOD,TEPLO_TYPE,GORVODA_TY,HOLVODA_TY,VOTV_TYPE,VOTV_YAM,GAZ_TYPE,VSTK_TYPE
58.134007,61.717988,8943489,"обл. Свердловская, р-н. Алапаевский, п. Бубчиково, ул. Советская, д. 3",Многоквартирный дом,2.0,,8.0,,7.0,440.2,394.4,0.0,45.8,798.5,,,Не заполнено,,,,,,,Ленточный,Смешанные,Блочные,,Не заполнено,,Отсутствует,Отсутствует,Отсутствует,Отсутствует,,Отсутствует,Не заполнено
58.132135,61.720997,8943514,"обл. Свердловская, р-н. Алапаевский, п. Бубчиково, ул. Советская, д. 4",Многоквартирный дом,2.0,,8.0,,17.0,396.6,381.6,0.0,16.0,532.0,,,не присвоен,,,,,,,Ленточный,Смешанные,Блочные,,Центральное,,Печное,Отсутствует,Отсутствует,Отсутствует,,Отсутствует,Отсутствует
58.135632,61.714646,8943526,"обл. Свердловская, р-н. Алапаевский, п. Бубчиково, ул. Советская, д. 5",Многоквартирный дом,2.0,,12.0,,26.669172932330824,794.8,709.4,85.4,0.0,846.1,,"не,межеван",Не присвоен,,,,,"Отсутствует, установка не требуется","Отсутствует, установка не требуется",Ленточный,Смешанные,Блочные,,Центральное,,Отсутствует,Отсутствует,Отсутствует,Отсутствует,,Отсутствует,Отсутствует
58.134007,61.717988,8943531,"обл. Свердловская, р-н. Алапаевский, п. Бубчиково, ул. Советская, д. 6",Многоквартирный дом,2.0,,12.0,,16.0,693.7,693.7,0.0,0.0,816.0,,,не присвоен,,,,,,,Ленточный,Деревянные,Блочные,,Центральное,,Печное,Отсутствует,Центральное,Центральное,,Не заполнено,Не заполнено
58.134007,61.717988,8943563,"обл. Свердловская, р-н. Алапаевский, п. Бубчиково, ул. Советская, д. 8",Многоквартирный дом,2.0,,8.0,,12.0,431.4,386.2,0.0,45.2,505.0,,66:01:1901002:990,не присвоен,,,,,,,Ленточный,Деревянные,Деревянные,,Центральное,,Центральное,Отсутствует,Центральное,Центральное,,Не заполнено,Не заполнено
58.134007,61.717988,9024271,"обл. Свердловская, р-н. Алапаевский, п. Бубчиково, ул. Советская, д. 9",Многоквартирный дом,2.0,,12.0,,12.0,764.7,724.7,0.0,40.0,926.0,,,Не присвоен,,,,,,,Ленточный,Смешанные,Блочные,,Центральное,,Печное,Отсутствует,Отсутствует,Не заполнено,,Отсутствует,Не заполнено
58.132135,61.720997,8942822,"обл. Свердловская, р-н. Алапаевский, п. Бубчиково, ул. Советская, д. 10",Многоквартирный дом,2.0,,16.0,,33.0,797.6,491.6,264.2,0.0,932.6,,"не,межеван",не присвоен,,,,,Установлен,"Отсутствует, установка не требуется",ленточный,Смешанные,Блочные,,центральная,,центральная,Отсутствует,центральная,автономная,,Отсутствует,Отсутствует
58.126299,61.722534,9085580,"обл. Свердловская, р-н. Алапаевский, п. Бубчиково, ул. Советская, д. 31",Жилой дом (индивидуально-определенное здание),1.0,,,,3.0,34.1,34.1,,,,,,,,,,,,,,,,,,,,,,,,,
57.936991,62.452756,9082707,"обл. Свердловская, р-н. Алапаевский, д. Бунькова, ул. Центральная, д. 31",Жилой дом (индивидуально-определенное здание),1.0,,,,1.0,39.9,39.9,,,1800.0,,66:01:3401001:21,,,,,,,,,Деревянные,Деревянные,,,,,,,,,,
57.820482,62.157507,9083047,"обл. Свердловская, р-н. Алапаевский, д. Бутакова, ул. Береговая, д. 4",Жилой дом (индивидуально-определенное здание),1.0,,,,1.0,51.9,51.9,,,,,,,,,,,,,,Деревянные,Деревянные,,,,,,,,,,
57.963436,61.963911,9083112,"обл. Свердловская, р-н. Алапаевский, д. Бучина, ул. Заречная, д. 5",Жилой дом (индивидуально-определенное здание),1.0,,,,1.0,24.0,24.0,,,,,,,,,,,,,,Деревянные,Деревянные,,,,,,,,,,
57.96398,61.964809,9023131,"обл. Свердловская, р-н. Алапаевский, д. Бучина, ул. Заречная, д. 11",Многоквартирный дом,1.0,,4.0,,3.0225563909774436,80.4,80.4,0.0,0.0,157.7,,"не,межеван",Не присвоен,,,,,"Отсутствует, установка не требуется","Отсутствует, установка не требуется",Ленточный,Деревянные,Деревянные,,Центральное,,Печное,Отсутствует,Отсутствует,Отсутствует,,Отсутствует,Отсутствует
57.976071,61.969319,9349712,"обл. Свердловская, р-н. Алапаевский, д. Верхний Яр, ул. Пушкина, д. 27",Жилой дом (индивидуально-определенное здание),,,,,9.88,,262.80800000000005,,,,,,,,,,,,,,,,,,,,,,,,,
57.978409,61.971016,9023138,"обл. Свердловская, р-н. Алапаевский, д. Верхний Яр, ул. Свердлова, д. 9",Многоквартирный дом,1.0,,3.0,,2.255639097744361,60.0,60.0,0.0,0.0,124.1,,"не,межеван",Не присвоен,,,,,,,Ленточный,Деревянные,Деревянные,,Не заполнено,,Отсутствует,Отсутствует,Отсутствует,Не заполнено,,Отсутствует,Отсутствует
57.981015,61.662355,9083155,"обл. Свердловская, р-н. Алапаевский, рп. Верхняя Синячиха, ул. 1 Мая, д. 24",Жилой дом (индивидуально-определенное здание),1.0,,,,3.0,43.8,35.5,8.3,,,,,,,,,,,,,,,,,,,,,,,,
57.981015,61.662355,8944136,"обл. Свердловская, р-н. Алапаевский, рп. Верхняя Синячиха, ул. 1 Мая, д. 33",Жилой дом блокированной застройки,2.0,,3.0,,7.0,106.0,106.0,0.0,0.0,1200.0,,66:01:2301012:191,Не присвоен,,,,,,,Ленточный,Деревянные,Деревянные,,Центральное,,Печное,Отсутствует,Отсутствует,Отсутствует,,Отсутствует,Отсутствует
57.999544,61.682298,9021088,"обл. Свердловская, р-н. Алапаевский, рп. Верхняя Синячиха, ул. Бажова, д. 42",Многоквартирный дом,1.0,,3.0,,5.890977443609022,156.7,156.7,0.0,0.0,156.0,,"не,межеван",Не присвоен,,,,,"Отсутствует, установка не требуется","Отсутствует, установка не требуется",Ленточный,Деревянные,Деревянные,,Центральное,,Печное,Отсутствует,Отсутствует,Отсутствует,,Отсутствует,Отсутствует
57.999263,61.681849,9021082,"обл. Свердловская, р-н. Алапаевский, рп. Верхняя Синячиха, ул. Бажова, д. 44",Многоквартирный дом,1.0,,3.0,,5.94360902255639,158.1,158.1,0.0,0.0,159.0,,"не,межеван",Не присвоен,,,,,"Отсутствует, установка не требуется","Отсутствует, установка не требуется",Ленточный,Деревянные,Деревянные,,Центральное,,Печное,Отсутствует,Отсутствует,Отсутствует,,Отсутствует,Отсутствует
57.997269,61.681858,7804330,"обл. Свердловская, р-н. Алапаевский, рп. Верхняя Синячиха, ул. Бажова, д. 46",Многоквартирный дом,5.0,,48.0,3.0,113.16165413533834,3983.3,3010.1,462.1,498.0,,,,не присвоен,,,,,Установлен,"Отсутствует, установка не требуется",Ленточный,Железобетонные,Панельные,,центральная,,центральная,центральная,центральная,центральная,,центральная,Внутренние водостоки
57.99725,61.681058,7804346,"обл. Свердловская, р-н. Алапаевский, рп. Верхняя Синячиха, ул. Бажова, д. 48",Многоквартирный дом,5.0,,40.0,3.0,134.96240601503757,3968.4,3590.0,890.7,,,,,не присвоен,,,,,Установлен,"Отсутствует, установка не требуется",Ленточный,Железобетонные,Панельные,,центральная,,центральная,центральная,центральная,центральная,,центральная,Наружные водостоки
57.998638,61.680959,7629982,"обл. Свердловская, р-н. Алапаевский, рп. Верхняя Синячиха, ул. Бажова, д. 49",Многоквартирный дом,2.0,,8.0,,19.0,355.6,327.9,0.0,27.7,1840.0,,66:01:2301010:51,Не заполнено,,,,,"Отсутствует, установка не требуется","Отсутствует, установка не требуется",Ленточный,Деревянные,Деревянные,,Центральное,,Отсутствует,Отсутствует,Отсутствует,Автономное,,Отсутствует,Не заполнено
